beds,$sqft,location,address,price,baths,sqft,days
2,$175,Lake Oswego,48 Eagle Crest Dr Apt 1C,"$245,000",2,"1,399",92 days
4,$249,Lake Oswego,5876 Ridgetop Ct,"$819,000",2.5,"3,280",96 days
3,$170,Ridgecrest Condo,44 Eagle Crest Dr Apt 28,"$185,000",2,"1,085",100 days
3,$210,Lake Oswego,2 Eagle Crest Dr,"$385,000",2,"1,830",102 days
1,$168,Lake Oswego,Undisclosed,"$129,050",1,764,106 days
2,$149,Lake Oswego,36 Oswego Smt #36,"$170,000",2,"1,140",106 days
4,$272,Mountain Park,44 Da Vinci St,"$546,000",2,"2,005",108 days
2,$217,Lake Oswego,11 Summit Ridge Ct,"$342,500",2.5,"1,576",110 days
2,$171,OSWEGO SUMMIT CONDO,191 Oswego Smt #191,"$258,000",2,"1,506",113 days
2,$180,MOUNTAIN PARK,213 Cervantes,"$220,000",1.5,"1,216",115 days
1,$232,OSWEGO SUMMIT CONDO,50 Oswego Smt #50,"$175,000",1,752,116 days
2,$126,Lake Oswego,205 Oswego Smt,"$175,000",2,"1,383",120 days
4,$255,West Lake,12844 Sierra Vista Dr,"$640,000",2.5,"2,501",120 days
2,$128,Lake Oswego,73 Oswego Smt #73,"$155,500",2,"1,212",121 days
4,$244,MOUNTAIN PARK,51 Tanglewood Dr,"$575,000",2.5,"2,351",123 days
2,$217,Mountain Park,282 Cervantes,"$229,000",2,"1,052",123 days
2,$107,Mountain Park,44 Oswego Smt #44,"$122,000",2,"1,140",130 days
2,$143,Lake Oswego,205 Cervantes,"$175,000",1.5,"1,216",131 days
4,$163,Mountain Park,24 Partridge Ln,"$528,000",2.5,"3,238",134 days
2,$178,MT. PARK RECREATION CENTER,69 Galen St,"$164,900",1,923,135 days
4,$206,Westlake - Bay Creek,5937 Bay Point Dr,"$701,000",2.5,"3,402",135 days
3,$187,MOUNTAIN PARK,29 Spinosa,"$611,000",3,"3,262",141 days
2,$178,Condolea,69 Condolea Ter,"$385,000",2.5,"2,157",141 days
2,$240,MOUNTAIN PARK,8 Summit Ridge Ct,"$395,000",2.5,"1,642",148 days
2,$148,MOUNTAIN PARK,67 Oswego Smt #67,"$180,000",2,"1,212",155 days
1,$181,Mt. Park,104 Oswego Smt #104,"$145,000",1,800,159 days
4,$154,Mountain Park,230 Cervantes,"$355,000",4,"2,304",163 days
2,$172,MOUNTAIN PARK,44 Eagle Crest Dr Apt 1,"$156,500",1,908,176 days
3,$182,GREENRIDGE TOWNHOMES MT PARK,59 Greenridge Ct,"$365,000",2.5,"2,004",176 days
2,$185,MT. PARK RECREATION CENTER,31 Crestfield Ct,"$184,500",2,995,176 days
2,$122,Lake Oswego,65 Oswego Smt #65,"$140,000",2,"1,140",179 days
2,$262,MT. PARK,235 Cervantes,"$289,000",2,"1,100",183 days
2,$136,Lake Oswego,48 Eagle Crest Dr Apt 5E,"$197,000",2,"1,443",191 days
1,$169,Lake Oswego,44 Eagle Crest Dr Apt 6,"$135,000",1,798,197 days
2,$94,OSWEGO SUMMIT,95 Oswego Smt,"$105,000",1.5,"1,116",198 days
2,$210,Mt. Park,17 Summit Ridge Ct,"$327,500",2.5,"1,558",198 days
2,$115,Lake Oswego,15 Oswego Smt #15,"$140,000",2,"1,212",201 days
4,$214,Mountain Park,225 Hidalgo St,"$492,500",2.5,"2,299",204 days
2,$111,MOUNTAIN PARK,115 Oswego Smt #115,"$135,000",2,"1,212",211 days
3,$87,Lake Oswego,48 Eagle Crest Dr Apt 2C,"$142,500",2,"1,623",212 days
3,$151,Lake Oswego,76 Condolea Dr,"$415,000",4.5,"2,746",226 days
1,$200,MT. PARK RECREATION CENTER,61 Galen St,"$110,000",1,550,235 days
2,$179,Mt. :Park Recreation Center,75 Galen St,"$178,500",2,993,236 days
4,$181,Sundance Lot 2 Block2 Map 4226,2602 Orchard Hill Ln,"$529,000",3,"2,914",239 days
3,$218,Lake Oswego,27 Aquinas St,"$342,000",2.5,"1,568",239 days
1,$151,Mountain Park,66 Oswego Smt #66,"$115,500",1,764,240 days
2,$107,Oswego Summit,192 Oswego Smt #192,"$148,600",2,"1,383",242 days
3,$275,Mountain Park,42 Oriole Ln,"$355,000",2,"1,290",246 days
2,$143,MOUNTAIN PARK,52 Cervantes Cir Unit 3-A,"$193,000",1.5,"1,344",246 days
2,$162,Lake Oswego,53 Galen Rd #53,"$161,000",2,993,253 days
3,$175,GREENRIDGE TOWNHOMES MT PARK,15 Greenridge Ct,"$350,000",2.5,"1,996",255 days
4,$121,Lake Oswego,116 Greenridge Ct,"$344,900",2.5,"2,832",262 days
4,$213,Westlake/Bay Creek Estates,12777 Sierra Vista Dr,"$671,000",2.5,"3,144",262 days
3,$253,"MT PARK, MOUNTAIN PARK",23 Masaryk St,"$724,000",2.5,"2,861",288 days
3,$149,MOUNTAIN PARK,6 Grouse Ter,"$534,900",3,"3,576",288 days
4,$202,Lake Oswego,39 Nova Ct,"$525,000",2.5,"2,590",292 days
2,$176,Mt. Park Recreation Center,17 Crestfield Ct,"$163,000",1,923,302 days
3,$200,Lake Oswego,26 Spinosa,"$415,000",2.5,"2,065",304 days
5,$208,BAY CREEK ESTATES,5724 La Mesa Ct,"$763,500",2.5,"3,669",304 days
3,$169,Lake Oswego,120 Condolea Dr,"$500,000",3,"2,958",306 days
3,$180,Mt Park,7 Hidalgo St,"$433,500",2.5,"2,408",309 days
2,$173,Mt Park UNIT # 704,3433 McNary Pkwy Apt 704,"$174,900",2,"1,008",309 days
2,$103,Lake Oswego,47 Eagle Crest Dr Unit 20,"$104,000",1,"1,009",313 days
3,$230,Lake Oswego,5466 Bay Creek Dr,"$585,000",3,"2,535",318 days
2,$148,MOUNTAIN PARK,3433 McNary Pkwy Apt 401,"$178,900",2.5,"1,208",318 days
3,$166,Lake Oswego,319 Cervantes,"$201,000",2,"1,209",318 days
2,$164,Park Place Condominiums,48 Eagle Crest Dr Apt 3B,"$245,000",2,"1,489",320 days
2,$124,Lake Oswego,50 Cervantes Cir Unit 3-B,"$170,000",1.5,"1,368",320 days
4,$263,Westlake,5635 Bay Creek Dr,"$800,000",2.5,"3,036",323 days
3,$218,Summit at Mountain Park,38 Morningview Cir,"$525,000",3,"2,408",325 days
2,$191,MOUNTAIN PARK,4097 Jefferson Pkwy,"$260,000",2.5,"1,359",325 days
1,$135,Lake Oswego,47 Eagle Crest Dr Unit 51,"$90,000",1,666,327 days
2,$313,Mountain Park,147 Kingsgate Rd,"$350,600",2,"1,120",330 days
1,$112,Lake Oswego,44 Eagle Crest Dr Apt 10,"$90,000",1,798,330 days
2,$194,MOUNTAIN PARK,4045 Jefferson Pkwy,"$230,000",2.5,"1,182",330 days
1,$131,Mountain Park,47 Eagle Crest Dr Unit 14,"$87,500",1,666,331 days
3,$158,Lake Oswego,39 SW Condolea Ct,"$347,500",3,"2,198",334 days
2,$266,Jameson Ridge,12844 Boones Ferry Rd,"$306,900",2.5,"1,152",337 days
4,$202,mountain park,35 Churchill Downs,"$460,000",3,"2,271",338 days
,,Mountain Park,14 Juarez St,"$187,500",,,338 days
2,$137,Mountain Park,48 Eagle Crest Dr Apt 4E,"$204,000",2,"1,489",338 days
2,$116,Building 25,203 Oswego Smt #203,"$175,900",2,"1,506",339 days
2,$122,Lake Oswego,48 Eagle Crest Dr Apt 4A,"$182,000",2,"1,489",340 days
2,$193,Mountain Park,196 Cervantes,"$240,000",1.5,"1,241",344 days
5,$207,Westlake,13010 Sierra Vista Dr,"$715,000",3.5,"3,450",344 days
4,$181,Lake Oswego,13010 Sierra Ct,"$555,000",2.5,"3,065",345 days
3,$158,Lake Oswego,48 Eagle Crest Dr Apt 1A,"$245,000",2,"1,550",346 days
3,$223,Mountain Park,41 Spinosa,"$535,000",2.5,"2,389",347 days
3,$225,Mt. Park 15,143 Kingsgate Rd,"$476,500",2,"2,110",348 days
2,$120,Lake Oswego,103 Oswego Smt #103,"$135,000",1.5,"1,116",351 days
4,$190,Mountain Park,31 Walking Woods Dr,"$550,000",3,"2,889",355 days
2,$133,Mountain Park,47 Eagle Crest Dr Unit 27,"$126,500",1,947,358 days
1,$124,Mountain Park,41 Oswego Smt #41,"$95,000",1,764,358 days
1,$138,Lake Oswego,47 Eagle Crest Dr Unit 24,"$92,836",1,672,365 days
4,$218,Westlake,5650 Bay Creek Dr,"$799,900",2.5,"3,668",365 days
3,$195,Arnold Creek,2705 Orchard Hill Pl,"$440,000",2.5,"2,250",365 days
2,$270,Jameson Ridge,12826 Boones Ferry Rd,"$307,000",2.5,"1,136",366 days
4,$179,SEQUOIA WOODS,12448 Orchard Hill Rd,"$599,000",3,"3,336",366 days
3,$166,Mountain Park,258 Cervantes,"$385,000",2.5,"2,312",366 days
2,$283,Jameson Ridge,12828 Boones Ferry Rd,"$322,000",2.5,"1,136",372 days
3,$197,Lake Oswego,27 Becket St,"$539,000",2,"2,724",374 days
1,$176,Lake Oswego,44 Eagle Crest Dr Apt 29,"$140,500",1,798,379 days
4,$186,Mountain Park,8 Hidalgo St,"$582,000",3.5,"3,123",379 days
3,$245,Westlake,5020 Hampton Ct,"$552,000",2.5,"2,253",379 days
1,$191,MOUNTAIN PARK,45 Eagle Crest Dr Apt 216,"$115,000",1,600,379 days
2,$131,Oswego Summit,4 Oswego Smt #4,"$150,000",2,"1,140",379 days
3,$234,Lake Oswego,236 Greenridge Dr,"$350,000",2,"1,492",380 days
5,$194,Mountain Park,3 Mountain View Ln,"$715,000",4,"3,672",382 days
4,$184,Mountain Park,11 Churchill Downs,"$430,500",2.5,"2,336",386 days
3,$217,Lake Oswego,234 Greenridge Dr,"$325,000",2,"1,492",386 days
2,$145,Mountain Park,47 Eagle Crest Dr Unit 18,"$135,950",1,932,393 days
2,$152,Lake Oswego,4 Crestfield Ct #4,"$140,500",1,923,396 days
3,$193,Greenridge,22 Greenridge Ct,"$309,000",2,"1,596",396 days
3,$221,Lake Oswego,12519 SW 27th Pl,"$435,000",2.5,"1,964",396 days
2,$176,MT. Park,3433 McNary Pkwy Apt 701,"$200,000",2.5,"1,136",396 days
4,$232,Westlake,5441 Bay Creek Dr,"$725,000",2.5,"3,117",397 days
2,$118,Mountain Park,336 Cervantes Cir Unit 2-F,"$132,000",1.5,"1,112",397 days
2,$122,Mt. Park,208 Oswego Smt #208,"$169,900",2,"1,383",401 days
3,$288,Lake Oswego,1 Peacock Pl,"$360,000",2.5,"1,248",401 days
3,$134,Lake Oswego,272 Cervantes,"$163,000",2,"1,209",402 days
4,$172,Arnold Creek,2705 Orchard Hill Ln,"$489,000",2.5,"2,841",410 days
1,$168,Lake Oswego,16 Crestfield Ct,"$92,500",1,550,415 days
3,$266,Mountain Park,10 Oriole Ln,"$410,000",2,"1,536",416 days
1,$162,Lake Oswego,45 Eagle Crest Dr Apt 214,"$170,000",2,"1,046",417 days
2,$166,Mt. Park Recreation Center,19 Crestfield Ct,"$154,000",1,923,425 days
3,$208,Lake Oswego,15 Nansen Smt,"$647,100",2.5,"3,098",428 days
2,$123,Mt. Park,47 Eagle Crest Dr Unit 43,"$115,000",1,932,432 days
4,$157,Lake Oswego,12615 SW 21st Ct,"$725,000",3.5,"4,594",435 days
2,$162,Mt. Park,48 Eagle Crest Dr Apt 3D,"$233,000",2,"1,434",438 days
2,$122,KINGSGATE,54 Galen St,"$121,500",2,995,439 days
3,$123,Lake Oswego,45 Eagle Crest Dr Apt 219,"$190,000",2,"1,537",439 days
2,$137,Lake Oswego,44 Cervantes Cir Unit 4-A,"$125,000",1.5,912,443 days
4,$270,Crestview Estates,77 Garibaldi St,"$817,000",2.5,"3,023",444 days
2,$164,Mountain Park,44 Northview Ct,"$385,000",3,"2,340",444 days
3,$159,Condolea,7 Condolea Dr,"$380,000",3,"2,388",444 days
2,$130,Ridgecrest condo,44 Eagle Crest Dr Apt 39,"$142,000",2,"1,085",449 days
3,$162,Lake Oswego,62 Greenridge Ct,"$260,000",2,"1,596",449 days
2,$179,Mt Park,4107 Jefferson Pkwy,"$245,000",2.5,"1,367",450 days
3,$165,Lake Oswego,9 Condolea Dr,"$364,500",3,"2,198",452 days
3,$218,Westlake,5866 Ridgetop Ct,"$407,500",2,"1,866",452 days
3,$155,Lake Oswego,321 Cervantes,"$385,000",2.5,"2,474",453 days
1,$139,Lake Oswego,66 Galen St,"$96,000",1,689,456 days
4,$178,Lake Oswego,13166 Peters Rd,"$460,000",2.5,"2,575",456 days
3,$269,Jameson Ridge,12804 SW Boones Ferry Rd,"$316,000",2.5,"1,174",456 days
2,$150,RIDGECREST CONDO,44 Eagle Crest Dr Apt 26,"$136,500",1,908,456 days
3,$205,Mountain Park,17 Oriole Ln,"$370,000",2.5,"1,800",465 days
3,$134,Lake Oswego,3 Condolea Dr,"$296,500",3,"2,198",467 days
2,$131,Lake Oswego,120 Oswego Smt #120,"$149,900",2,"1,140",470 days
3,$131,Lake Oswego,44 Eagle Crest Dr Apt 3,"$142,900",2,"1,085",471 days
1,$126,Lake Oswego,47 Eagle Crest Dr Unit 52,"$84,000",1,666,472 days
2,$144,Lake Oswego,320 Cervantes Cir Unit 12-B,"$120,000",1,832,473 days
4,$201,Lake Oswego,11 Juarez St,"$525,000",2.5,"2,600",479 days
2,$136,Lake Oswego,3433 McNary Pkwy Apt 208,"$138,000",2,"1,008",481 days
2,$123,Lake Oswego,47 Eagle Crest Dr Unit 41,"$115,000",1,932,484 days
3,$221,Mountain Park - Westlake area,134 Kingsgate Rd,"$397,100",2.5,"1,794",485 days
4,$163,Lake Oswego-Mountain Park,6 Northview Ct,"$522,000",3.5,"3,200",485 days
3,$93,Lake Oswego,48 Eagle Crest Dr Apt 2B,"$152,500",2,"1,623",485 days
4,$182,Mountain Park,44 Oriole Ln,"$393,000",2.5,"2,156",486 days
4,$209,Lake Oswego,11 Mountain View Ln,"$766,000",3.5,"3,659",486 days
2,$162,Lake Oswego,3433 McNary Pkwy Apt 506,"$185,000",2.5,"1,136",491 days
3,$159,Mountain Park,48 Spinosa,"$455,000",2.5,"2,848",494 days
2,$142,"Kingsgate, Mt. Park",56 Galen St,"$142,500",2,"1,000",494 days
2,$145,Lake Oswego,6 Cervantes Cir Unit 7-D,"$132,402",1.5,912,499 days
5,$120,Lake Oswego,12460 SW Boones Ferry Rd,"$441,500",3,"3,650",501 days
2,$159,Lake Oswego,43 SW Condolea Ct,"$345,000",2.5,"2,157",501 days
2,$56,Mountain Park,169 Oswego Smt #169,"$75,000",2,"1,330",502 days
2,$144,Oswego Summit,106 Oswego Smt #106,"$165,000",2,"1,140",507 days
4,$196,Lake Oswego,12836 Sierra Vista Dr,"$425,000",2.5,"2,166",508 days
2,$133,Mountain Park,368 Cervantes Cir Unit 14-B,"$117,999",1,882,512 days
1,$70,Oswego Summit-Mtn Park,18 Oswego Smt #18,"$53,500",1,764,513 days
3,$202,Orchard Hill,2508 Orchard Hill Pl,"$452,000",2.5,"2,229",515 days
2,$115,Lake Oswego,116 Oswego Smt #116,"$132,000",2,"1,140",516 days
1,$137,Lake Oswego,1 Crestfield Ct,"$95,000",1,689,519 days
4,$230,Lake Oswego,13024 Rogers Rd,"$769,000",3.5,"3,333",519 days
5,$162,Arnold Creek,12511 SW Shelby Ct,"$592,000",3.5,"3,641",520 days
4,$159,Mountain Park,8 Walking Woods Dr,"$495,000",3,"3,105",521 days
2,$157,Lake Oswego,45 Eagle Crest Dr Apt 308,"$165,000",2,"1,046",528 days
5,$143,Lake Oswego,67 Nansen Smt,"$714,000",4,"4,992",529 days
3,$156,Lake Oswego,123 Condolea Dr,"$335,000",3,"2,143",533 days
4,$230,Westlake,5590 Kilchurn Ave,"$570,900",2.5,"2,472",533 days
2,$150,Kingsgate Park Condo Stage 02,28 Crestfield Ct,"$150,000",2,995,535 days
4,$212,Mountain Park,2 Pimlico Ter,"$490,000",2.5,"2,301",540 days
4,$290,Mountain Park,63 Nansen Smt,"$931,290",3.5,"3,202",541 days
2,$84,Mt. Park/Oswego Summit,181 Oswego Smt #181,"$117,500",2,"1,383",548 days
2,$160,Lake Oswego,4077 Jefferson Pkwy,"$234,500",2.5,"1,462",557 days
2,$129,Oswego Summit,40 Oswego Smt,"$148,000",2,"1,140",564 days
3,$129,Ridgecrest,44 Eagle Crest Dr Apt 11,"$140,866",2,"1,085",565 days
2,$106,Lake Oswego,43 Crestfield Ct,"$98,000",1,923,576 days
2,$149,Mt. Park Recreation Center,76 Galen Rd #76,"$148,000",2,989,582 days
2,$152,Mountain Park,4089 Jefferson Pkwy,"$207,500",2.5,"1,361",582 days
4,$101,Lake Oswego,3 Bolivar St,"$485,000",3.5,"4,782",591 days
3,$145,Lake Oswego,205 Hidalgo St,"$440,000",3.5,"3,032",593 days
4,$224,Mountain Park,27 Oriole Ln,"$415,000",2.5,"1,851",600 days
3,$200,Mountain Park,37 Churchill Downs,"$475,000",2.5,"2,372",604 days
2,$200,Summit Ridge Townhomes,21 Summit Ridge Ct,"$332,000",2.5,"1,654",606 days
2,$136,Mountain Park,216 Cervantes Unit A,"$182,000",1,"1,336",610 days
5,$140,Mountain Park,2 Walking Woods Dr,"$580,000",3,"4,116",612 days
2,$119,Lake Oswego,98 Oswego Smt #98,"$136,000",2,"1,140",617 days
2,$70,Lake Oswego,87 Oswego Smt #87,"$79,000",1.5,"1,116",624 days
3,$189,Mountain Park,137 Kingsgate Rd,"$449,000",2.5,"2,372",627 days
1,$106,Lake Oswego,44 Eagle Crest Dr Apt 15,"$85,000",1,798,631 days
2,$126,Mt. Park,45 Eagle Crest Dr Apt 409,"$153,000",2,"1,214",633 days
3,$169,Mountain Park,92 Greenridge Ct #92,"$335,000",2.5,"1,980",635 days
2,$103,Mountain Park,94 Oswego Smt #94,"$117,500",2,"1,140",638 days
4,$155,Lake Oswego,12391 SW Clara Ln,"$424,570",2.5,"2,734",645 days
4,$137,Lake Oswego,38 Northview Ct,"$430,000",4,"3,125",645 days
3,$212,Westlake,5440 Bay Creek Dr,"$520,000",2.5,"2,442",648 days
4,$184,Summit at Mountain Park,24 Morningview Cir,"$520,000",3.5,"2,817",648 days
4,$145,Lake Oswego,244 Cervantes,"$337,000",4,"2,320",653 days
3,$162,Orchard Hill,2822 Orchard Hill Pl,"$454,900",2.5,"2,806",653 days
5,$149,Lake Oswego,3 Walking Woods Dr,"$575,000",3,"3,853",653 days
4,$174,Lake Oswego,12402 SW Shelby Ct,"$544,000",3,"3,120",653 days
2,$164,Mountain Park,10 Cervantes Cir Unit 7-B,"$149,900",1.5,912,654 days
4,$168,Haley Estates,12642 SW 21st Ct,"$539,000",2.5,"3,192",654 days
3,$213,Royal Heights,5023 Hampton Ct,"$487,000",2,"2,284",656 days
3,$256,Mountain Park,1 Eagle Crest Dr,"$324,000",2,"1,265",656 days
4,$380,Mountain Park,218 Greenridge Dr,"$475,000",2,"1,250",656 days
1,$167,Lake Oswego,45 Eagle Crest Dr Apt 218,"$128,500",1,768,656 days
2,$122,ridgecrest condominiums,44 Eagle Crest Dr Apt 41,"$111,000",1,908,659 days
2,$79,Oswego Summit,155 Oswego Smt #155,"$120,460",2,"1,506",667 days
4,$144,Lake Oswego,32 Northview Ct,"$442,000",3.5,"3,063",681 days
3,$213,Mountain Park,10 Abelard St,"$400,000",2,"1,874",687 days
2,$118,Mt. Park,245 Cervantes,"$153,500",2,"1,292",687 days
3,$188,Summit at Mountain Park,33 Morningview Cir,"$515,000",2.5,"2,737",687 days
2,$164,Mountain Park,366 Cervantes Cir Unit 14-C,"$136,500",1,832,694 days
1,$91,Lake Oswego,52 Oswego Smt #52,"$64,000",1,700,708 days
3,$137,Lake Oswego,77 Condolea Dr,"$295,000",3,"2,143",708 days
2,$130,Lake Oswego,73 Condolea Dr #73,"$277,224",2,"2,131",709 days
2,$144,Lake Oswego,50 SW Condolea Ct,"$398,000",3,"2,760",715 days
3,$155,Mtn Park,25 Monticello Dr,"$405,000",2.5,"2,606",716 days
4,$188,MOUNTAIN PARK,54 Aquinas St,"$495,000",2.5,"2,632",716 days
5,$110,Lake Oswego,11 Masaryk St,"$535,000",4,"4,823",716 days
3,$200,MT. PARK,135 Kingsgate Rd,"$344,500",2.5,"1,720",722 days
3,$193,Bay Creek,5415 Bay Creek Dr,"$600,000",2.5,"3,105",723 days
