beds,$sqft,location,address,price,baths,sqft,days
2,$133,Mountain Park,370 Cervantes Cir Unit 14-A,"$111,000",1,832,723 days
3,$202,Mountain Park,164 Kingsgate Rd,"$355,000",2,"1,757",729 days
5,$222,Bay Creek Estates,5807 Ridgetop Ct,"$590,000",2.5,"2,650",729 days
3,$130,Eagle Crest Condominium,45 Eagle Crest Dr Apt 100,"$200,000",2,"1,537",736 days
2,$119,Mountain Park,174 Oswego Smt #174,"$179,900",2,"1,506",736 days
2,$145,Lake Oswego,44 Eagle Crest Dr Apt 37,"$131,900",1,908,738 days
2,$114,Mountain Park,45 Eagle Crest Dr Apt 405,"$150,000",1.5,"1,308",746 days
3,$155,Greenridge Townhouses,46 Greenridge Ct,"$333,000",2.5,"2,136",747 days
4,$128,Mt. Park  Greenridge HOA,60 Greenridge Ct,"$295,000",2.5,"2,296",750 days
3,$142,Greenridge Townhouses,77 Greenridge Ct,"$300,000",2.5,"2,102",751 days
3,$167,Lake Oswego,221 Hidalgo St,"$448,000",2.5,"2,680",752 days
3,$113,Mountain Park,3101 McNary Pkwy Apt 9,"$215,000",2.5,"1,894",753 days
3,$157,Greenridge,53 Greenridge Ct,"$260,000",2,"1,646",759 days
3,$181,MOUNTAIN PARK,11 Abelard St,"$360,000",2.5,"1,985",759 days
4,$160,Mountain Park,4 Churchill Downs,"$512,000",3.5,"3,188",761 days
3,$211,Orchard Hill,2803 Orchard Hill Pl,"$369,900",2.5,"1,749",775 days
3,$143,Mountainside Terrace,4047 Jefferson Pkwy #4,"$176,750",2.5,"1,228",775 days
2,$180,Lake Oswego,198 Cervantes,"$229,000",1.5,"1,266",778 days
3,$177,Mt Park,18 Morningview Cir,"$520,000",2.5,"2,931",779 days
3,$140,Mountain Park,9 Masaryk St,"$378,500",3,"2,692",779 days
3,$250,Forestbrook,13152 Vermeer Dr,"$525,000",2.5,"2,092",779 days
3,$216,MT. PARK,136 Kingsgate Rd,"$340,000",2.5,"1,570",780 days
3,$208,Forestbrook,13134 Vermeer Dr,"$412,000",2.5,"1,972",780 days
4,$200,Mountain Park,99 Garibaldi St,"$526,000",2.5,"2,626",782 days
2,$164,Lake Oswego,46 Cervantes Cir Unit 3-D,"$150,000",1.5,912,785 days
4,$208,Westlake,5796 Bay Point Dr,"$485,000",2.5,"2,328",786 days
2,$107,Oswego Summit,109 Oswego Smt #109,"$130,000",2,"1,212",786 days
4,$156,Mt. Park,3 Creekside Ter,"$680,127",3.5,"4,355",787 days
2,$114,MOUNTAIN PARK,225 Cervantes,"$139,000",1.5,"1,216",799 days
3,$165,Mountain Park,39 Greenridge Ct,"$275,000",1.5,"1,664",806 days
3,$163,Lake Oswego,2823 Orchard Hill Pl,"$375,000",2.5,"2,288",807 days
3,$116,Lake Oswego,46 SW Condolea Ct,"$345,000",3,"2,958",808 days
2,$135,Kingsgate Park Condos,78 Galen St,"$135,000",2,995,808 days
6,$157,Lake Oswego,214 Greenridge Dr,"$585,000",4,"3,714",813 days
5,$111,Mountain Park,5 Abelard St,"$519,000",3,"4,660",813 days
2,$152,Lake Oswego,12 Condolea Dr,"$200,000",2,"1,312",820 days
5,$196,WESTLAKE,12967 Rogers Rd,"$775,000",3.5,"3,945",820 days
2,$125,Mountain Parks,3433 McNary Pkwy Apt 206,"$126,000",2,"1,008",828 days
2,$113,Mountain Park,149 Oswego Smt #149,"$137,000",2,"1,212",855 days
3,$160,Lake Oswego,61 Condolea Ter,"$380,000",2.5,"2,373",859 days
3,$117,Park Place Condos,48 Eagle Crest Dr Apt 1B,"$190,000",2,"1,623",865 days
1,$111,Lake Oswego,88 Oswego Smt #88,"$85,000",1,764,866 days
4,$202,Mountain Park,1 Preakness Ct,"$480,000",3,"2,373",869 days
5,$155,Mountain Park,55 Aquinas St,"$579,900",3,"3,720",869 days
2,$107,Oswego Summit,97 Oswego Smt #97,"$130,000",2,"1,212",878 days
3,$192,Lake Oswego,6 Pheasant Run,"$333,000",2.5,"1,734",892 days
3,$144,GREENRIDGE,17 Greenridge Ct,"$275,000",3,"1,900",899 days
2,$157,Jefferson Park,16 Cervantes Cir Unit 6E,"$144,000",1.5,912,907 days
2,$107,Mt park,3433 McNary Pkwy Apt 305,"$130,000",2.5,"1,208",911 days
4,$167,Mt Park,24 Becket St,"$423,000",2.5,"2,527",925 days
3,$131,Mt. Park,45 Eagle Crest Dr Apt 501,"$176,900",2,"1,348",926 days
2,$143,Lake Oswego,3433 McNary Pkwy Apt 702,"$163,000",2.5,"1,136",928 days
3,$219,Bay Creek Estates,13036 Sierra Ct,"$485,000",2,"2,214",933 days
3,$185,Lake Oswego,133 Kingsgate Rd,"$335,500",2.5,"1,812",935 days
,,Crestview Estates,2 Hidalgo St #2,"$170,000",,,947 days
4,$131,Lake Oswego,6 Juarez St,"$507,500",3.5,"3,865",953 days
2,$116,Mountain Park,3433 McNary Pkwy Apt 405,"$141,000",2.5,"1,208",971 days
2,$85,Ridgeview Condos,47 Eagle Crest Dr Unit C31,"$86,000",1,"1,009",981 days
4,$173,Bay Creek Estates,13008 Rogers Rd,"$425,000",2.5,"2,448",981 days
2,$182,Summit Ridge Townhomes,15 Summit Ridge Ct,"$320,000",2.5,"1,750",983 days
2,$111,KINGSGATE PARK CONDO,47 Crestfield Ct,"$103,000",1,923,991 days
2,$167,Eaglecrest Condo,45 Eagle Crest Dr Apt 508,"$175,000",2,"1,046",995 days
2,$120,Mountain Park,143 Oswego Smt #143,"$146,000",2,"1,212",995 days
5,$137,Mt. Park,45 Tanglewood Dr,"$433,900",3.5,"3,166",996 days
2,$129,Mountain Park,220 Cervantes Unit C,"$178,000",2,"1,378",997 days
3,$279,MT. PARK,8 Bernini Ct,"$410,000",2,"1,465",999 days
3,$146,Mountain Park,98 Garibaldi St,"$545,000",2.5,"3,713",1002 days
,,Lake Oswego,16 Nansen Smt #16,"$225,000",,,1003 days
,,Mt. Park,17 Nansen Smt #17,"$225,000",,,1003 days
3,$172,Mountain Park,6 Oriole Ln,"$265,000",2.5,"1,539",1009 days
3,$211,MOUNTAIN PARK,9 Eagle Crest Dr,"$315,000",2,"1,492",1009 days
3,$112,Mt. Park,47 Eagle Crest Dr Unit 60,"$115,000",2,"1,026",1012 days
2,$112,Lake Oswego,159 Oswego Smt #159,"$170,000",2,"1,506",1016 days
3,$180,Mountain Park,1 Hidalgo St,"$448,500",2.5,"2,489",1017 days
2,$127,Baldwin Heights,262 Cervantes,"$252,000",2.5,"1,984",1020 days
1,$137,Mountain Park,45 Eagle Crest Dr Apt 204,"$105,500",1,768,1024 days
4,$117,Mt. Park,48 Aquinas St,"$310,000",2,"2,635",1025 days
3,$217,Westlake Bay Creek Estates,13043 Rogers Rd,"$480,500",2,"2,213",1027 days
2,$88,Lake Oswego,284 Cervantes,"$92,650",2,"1,052",1037 days
1,$127,Lake Oswego,13 Crestfield Ct,"$70,000",0.5,550,1038 days
2,$145,Mt. Park,3433 SW McNary Pkwy #504,"$165,000",2.5,"1,136",1041 days
3,$212,Lake Oswego,12808 SW Boones Ferry Rd,"$250,000",2.5,"1,174",1041 days
3,$203,Mountain Park,33 Spinosa,"$450,000",2.5,"2,215",1044 days
4,$280,Lake Oswego,12210 Orchard Hill Rd,"$1,300,000",4,"4,640",1051 days
2,$102,Lake Oswego,37 Crestfield Ct,"$95,000",1,923,1051 days
1,$108,KINGSGATE,57 Galen St,"$75,000",1,689,1052 days
3,$241,"Mountain Park,  Westlake",16 Aquinas St,"$400,000",2.5,"1,658",1060 days
2,$100,Mt. Park,205 Cervantes #205,"$122,050",1.5,"1,216",1062 days
3,$186,Mountain Park,45 Aquinas St,"$556,500",2.5,"2,981",1065 days
2,$165,Lake Oswego,26 Condolea Dr,"$235,500",2,"1,420",1065 days
1,$106,Lake Oswego,47 Eagle Crest Dr Apt 48,"$73,800",1,696,1066 days
2,$140,Mountain Park,247 Cervantes,"$194,700",2,"1,384",1067 days
5,$136,Mountain Park,20 Walking Woods Dr,"$430,000",3,"3,144",1074 days
2,$164,Lake Oswego,12868 Boones Ferry Rd,"$187,000",2.5,"1,136",1077 days
2,$150,Mountain Park,13 Erasmus St,"$216,500",2.5,"1,434",1079 days
3,$180,Mountain Park,31 Oriole Ln,"$355,000",3,"1,968",1086 days
3,$128,Mt. Park,45 Eagle Crest Dr Apt 119,"$172,900",2,"1,348",1093 days
3,$195,Mountain Park,15 Spinosa,"$449,000",3,"2,300",1094 days
2,$136,,216 Cervantes,"$182,000",1.5,"1,336",
2,$154,,3433 McNary Pkwy Apt 602,"$175,000",2.5,"1,136",
3,$195,,12443 Orchard Hill Rd,"$344,000",2,"1,756",
3,$116,,46 SW Condolea Ct,"$345,000",3,"2,958",
1,$122,,47 Eagle Crest Dr Unit 40,"$85,000",1,696,
,$518,,1 Jefferson Pkwy,"$63,000,000",,"121,443",
3,$169,,2707 Orchard Hill Pl,"$390,875",2,"2,312",
4,$172,,54 Aquinas St,"$495,000",2.5,"2,870",
3,$124,,73 Condolea Dr,"$265,000",3,"2,131",
3,$195,,295 Cervantes,"$275,000",2.5,"1,406",
4,$111,,5449 Bay Creek Dr,"$270,000",2.5,"2,422",
2,$283,,111 Garibaldi St,"$415,000",2.5,"1,464",
5,$104,,16 Monticello Dr,"$427,000",3.5,"4,098",
2,$146,,70 Galen St,"$135,000",1,923,
2,$129,,220 Cervantes,"$178,000",2,"1,378",
,,,12 Hidalgo St,"$170,000",,,
,$198,,5460 Bay Creek Dr,"$425,000",2.5,"2,145",
3,$169,,92 Greenridge Ct,"$335,000",2.5,"1,980",
4,$171,,13250 Princeton Ct,"$495,000",2.5,"2,884",
,$193,,12424 Orchard Hill Rd,"$581,340",3,"3,004",
3,$185,,19 Greenridge Ct,"$250,000",2,"1,348",
2,$201,,52 Galen St,"$200,000",2,995,
2,$145,,3433 McNary Pkwy Apt 504,"$165,000",2.5,"1,136",
2,$85,,47 Eagle Crest Dr Unit 31,"$86,000",1,"1,009",
2,$152,,4 Crestfield Ct,"$140,500",1,923,
2,$148,,76 Galen St,"$148,000",2,995,
2,$129,,40 Oswego Smt #40,"$148,000",2,"1,140",
2,$149,,3433 McNary Pkwy Apt 604,"$170,000",2.5,"1,136",
3,$187,,11 Abelard St,"$360,000",2.5,"1,923",
2,$165,,3433 McNary Pkwy Apt 802,"$188,000",2.5,"1,136",
3,$119,,49 SW Condolea Ct,"$285,000",3,"2,388",
3,$121,,3433 McNary Pkwy Apt 307,"$163,000",2,"1,344",
5,$200,,25 Becket St,"$463,150",3,"2,315",
3,$175,,29 Greenridge Ct,"$279,900",2,"1,596",
3,$166,,224 Greenridge Dr,"$235,000",2,"1,410",
3,$127,,5408 Bay Creek Dr,"$295,000",2.5,"2,322",
3,$237,,42 Northview Ct,"$505,000",3.5,"2,125",
2,$146,,195 Oswego Smt #195,"$220,467",2,"1,506",
2,$128,,47 Eagle Crest Dr Unit 63,"$106,875",1,830,
1,$106,,47 Eagle Crest Dr Unit 48-C,"$73,800",1,696,
2,$186,,30 Condolea Dr,"$265,000",2,"1,420",
2,$114,,360 Cervantes Cir Unit 14-F,"$95,000",1,832,
3,$175,,14 Greenridge Ct,"$317,907",2.5,"1,815",
4,$307,,5 Grouse Ter,"$479,000",3,"1,556",
,,,92 Greenridge Ct,"$335,000",,,
,$506,,65 Nansen Smt,"$849,158",3.5,"1,678",
