beds,$sqft,location,address,price,baths,sqft,days
2,$136,Lake Grove,3930 Lake Grove Ave Unit A1,"$130,000",1,952,540 days
3,$258,Lake Forest,6101 Harrington Ave,"$361,500",2.5,"1,400",554 days
4,$223,"Mountain Park, Mt. Park",14 Hotspur St,"$610,000",2.5,"2,726",556 days
3,$279,Lake Oswego,16442 SW Kimball St,"$335,000",1,"1,200",559 days
3,$222,Lake Oswego,4630 Wildwood St,"$460,000",2,"2,067",561 days
2,$170,Lake Oswego,4000 Carman Dr #23,"$148,000",2,866,561 days
4,$264,Lake Oswego,5055 Lakeview Blvd,"$925,032",3.5,"3,498",561 days
3,$276,Lake Grove,5275 Oakridge Rd,"$350,000",1,"1,267",571 days
1,$121,Lake Oswego,4619 Lakeview Blvd Unit D3,"$91,500",1,753,585 days
2,$167,"Lake Oswego, The Forest",4000 Carman Dr Apt 5,"$145,500",2,869,586 days
2,$141,Lake Grove,15938 Quarry Rd Apt 1A,"$140,000",1,991,591 days
2,$141,Lake Grove,3930 Lake Grove Ave Unit 2A,"$134,819",1,952,591 days
,,Bryant Acres 03,5410 Washington Ct,"$350,000",,,596 days
2,$109,Lake Grove/Lake Oswego,4636 Lower Dr Unit B-1,"$128,000",1.5,"1,170",596 days
2,$91,Lake Oswego,4610 Lower Dr Unit A1,"$114,900",1.5,"1,260",600 days
4,$218,Westlake,5726 Charles Cir,"$692,500",3.5,"3,173",600 days
3,$187,Lake Oswego,16990 Lower Meadows Dr,"$374,900",2.5,"2,000",603 days
6,$143,Lake Oswego,15180 Boones Way,"$560,000",3.5,"3,905",604 days
4,$222,Westlake,5674 Charles Cir,"$595,000",2.5,"2,679",610 days
4,$225,Westlake,5747 Victoria Ct,"$549,000",2.5,"2,432",611 days
3,$196,Lake Oswego,16266 Lake Forest Blvd,"$365,000",2,"1,860",617 days
3,$236,Lake Oswego,15444 Boones Way,"$820,000",2.5,"3,464",618 days
1,$344,Lake Grove,5326 W Sunset Dr,"$259,900",1,754,631 days
4,$225,Upper Drive Area,3411 Lake Grove Ave,"$1,000,000",3.5,"4,434",638 days
4,$179,Lake Oswego,3718 Lake Grove Ave,"$452,000",3,"2,523",646 days
3,$241,Lake Oswego,15470 Boones Way,"$850,000",2.5,"3,515",652 days
2,$147,Lake Oswego,15938 Quarry Rd Unit B-5,"$146,570",1,996,654 days
5,$140,Mt Park,76 Touchstone,"$400,000",2.5,"2,856",669 days
4,$364,Lake Oswego,3130 Douglas Cir,"$1,448,000",3.5,"3,970",674 days
2,$139,Oswego Bay Condos,5225 Jean Rd Apt 605,"$195,000",2,"1,400",680 days
3,$277,Lake Forest,5010 Oakridge Rd,"$328,000",2,"1,182",694 days
6,$144,Lake Oswego,15001 Boones Way,"$430,500",4,"2,976",705 days
,,Lake Oswego,18151 Deerbrush Ave,"$400,000",,,710 days
4,$219,Carmen Park,15422 Partridge Dr,"$405,000",2.5,"1,841",716 days
3,$291,Lake Oswego,5950 Harrington Ave,"$280,000",1,960,726 days
3,$257,Trillium Woods/Lake Oswego,4581 Trillium Woods,"$570,000",2.5,"2,211",743 days
3,$203,Tabaridge,14318 Meadow Grass St,"$473,142",2.5,"2,326",744 days
3,$232,Bryant Acres,5172 Lakeview Blvd,"$335,000",2,"1,438",744 days
4,$227,Ford Estates,16673 Ford Pl,"$705,000",3,"3,100",754 days
2,$215,Lake Oswego,5073 W Sunset Dr,"$371,500",2.5,"1,720",754 days
3,$220,Waluga Neighborhood,4261 SW Collins Way,"$325,000",2,"1,476",757 days
4,$237,Lake Oswego,5088 Lakeview Blvd,"$809,699",2.5,"3,414",758 days
5,$200,Lakeview Blvd,4728 Lakeview Blvd,"$570,000",3.5,"2,838",759 days
4,$407,Lake Oswego,2926 Lakeview Blvd,"$2,000,000",4.5,"4,902",760 days
3,$219,Lake Grove,4296 Sunset Dr,"$369,000",2.5,"1,680",765 days
2,$186,Lake Oswego,3956 Carman Dr,"$207,000",2.5,"1,107",766 days
5,$186,Lake Oswego,4311 Upper Dr,"$940,000",3.5,"5,051",768 days
,,Lake Oswego,3120 Upper Dr,"$460,000",,,775 days
3,$224,Lake Grove,4900 Upper Dr,"$555,000",2,"2,468",778 days
5,$176,Blackhawk/Royal Arms,4973 Hartford Pl,"$649,900",3.5,"3,672",779 days
3,,Lake Oswego,15029 Boones Way,"$450,000",2,,787 days
4,$166,Lake Oswego,4303 Sundew Ct,"$560,000",2.5,"3,355",794 days
3,$203,Lake Oswego,3727 Upper Dr,"$965,000",3.5,"4,731",800 days
4,$222,Lake Oswego,16126 SW Inverurie Rd,"$555,000",2.5,"2,492",806 days
5,$321,Lake Oswego,3232 Lakeview Blvd,"$2,250,000",5,"7,000",807 days
3,$267,Westlake,5063 Greensborough Ct,"$440,000",2.5,"1,647",808 days
3,$124,OSWEGO BAY CONDOS,5225 Jean Rd Apt 404,"$187,300",2,"1,500",813 days
4,$208,Lake Oswego,14559 Pfeifer Way,"$700,000",2.5,"3,356",813 days
4,$221,Westlake,5746 Charles Cir,"$605,000",2.5,"2,737",815 days
4,$325,Lake Oswego Waterfront,16767 Graef Cir,"$1,405,550",4.5,"4,320",820 days
4,$176,Waluga,16041 Waluga Dr,"$349,900",2,"1,982",820 days
2,$189,Lake Grove Condominiums,4514 Lower Dr Unit B3,"$312,000",2.5,"1,644",823 days
4,$633,main lake,3748 Lakeview Blvd,"$2,200,000",4,"3,474",827 days
4,$220,Windfield Estates,5559 Royal Oaks Dr,"$463,800",2.5,"2,105",831 days
4,$202,Riverwood Park,18020 Jenifers Way,"$600,000",2.5,"2,966",841 days
5,$549,Lake front,3690 Lakeview Blvd,"$3,500,000",5.5,"6,366",844 days
4,$194,Summer Woods,6151 Summer Woods,"$490,000",3,"2,520",855 days
5,$241,PILKINGTON GLEN,5502 Koderra Ave,"$635,000",2.5,"2,633",862 days
,,Lake Oswego,Lakeview Blvd,"$350,000",,,869 days
3,$181,Lake Forest,6380 Washington Ct,"$312,500",2,"1,720",869 days
5,$215,Lake Oswego,18042 Jenifers Way,"$635,000",3,"2,946",870 days
3,$209,Bryant,4216 Albert Cir,"$446,500",2,"2,130",872 days
3,$277,Kennycroft,18148 Belmore Ave,"$279,900",1,"1,008",876 days
3,$176,Lake Oswego,16275 Waluga Dr,"$471,500",3,"2,677",886 days
4,$178,Lake Oswego,15956 Parker Rd,"$570,000",2.5,"3,200",898 days
3,$308,Lake Oswego,15360 Twin Fir Rd,"$315,000",1,"1,020",905 days
3,$206,Bryant Acres,4690 Lower Dr,"$329,000",2.5,"1,596",907 days
2,$195,Lake Oswego,5057 W Sunset Dr,"$336,000",2.5,"1,720",911 days
3,$183,Lake Oswego,18108 Pilkington Rd,"$758,000",3.5,"4,129",925 days
2,$145,Lake Oswego,4000 Carman Dr Apt 106,"$144,000",2,993,925 days
4,$265,Lake Oswego,4601 Upper Dr,"$1,045,000",4,"3,943",928 days
3,$230,Lake Grove Older,4912 Lower Dr,"$355,000",2,"1,539",935 days
5,$214,PILKINGTON GLEN,18064 Jenifers Way,"$635,000",3,"2,965",939 days
4,$207,Lake Oswego,3474 Lanewood St,"$410,000",2,"1,980",943 days
4,$215,Lake Oswego,16758 Mellon Ave,"$565,000",2.5,"2,622",947 days
2,$141,Lake Grove/Waluga,15938 Quarry Rd Unit B-4,"$140,000",1,991,956 days
3,$176,Lake Oswego,4990 Oakridge Rd,"$300,000",2,"1,700",974 days
2,$136,Lake Oswego,15938 Quarry Rd Apt 4A,"$135,000",1,991,981 days
2,$270,Lake Grove,5103 Madrona St,"$360,000",2,"1,329",995 days
3,$195,Lake Oswego,17500 Pilkington Rd,"$204,900",1,"1,050",996 days
4,$194,Lake Grove,16838 Wight Ln,"$460,000",2.5,"2,364",998 days
5,$205,Lake Oswego,3149 Douglas Cir,"$1,075,000",4,"5,237",1009 days
2,$365,South Shore,4200 W Bay Rd,"$345,000",1,944,1017 days
2,$133,Lake Oswego,5225 Jean Rd Apt 401,"$144,400",2,"1,080",1018 days
2,$108,Lake Oswego,3930 Lake Grove Ave Unit 3B,"$103,000",1,952,1037 days
4,$214,Lake Oswego,17650 Deemar Way,"$295,000",2,"1,375",1041 days
2,$197,Lake Oswego,16616 Lake Forest Blvd,"$209,000",1,"1,056",1048 days
3,$236,Lake Oswego,14854 Twin Fir Rd,"$305,000",2,"1,287",1054 days
2,$213,Sunset Crossing,5051 W Sunset Dr,"$370,000",2.5,"1,734",1058 days
3,$277,Lake Oswego,3616 Lake Grove Ave,"$319,000",2,"1,150",1059 days
2,$231,Lake Oswego,4260 S Shore Blvd,"$294,000",2,"1,268",1069 days
3,$139,Lake Oswego,17521 Hill Way,"$318,500",2,"2,283",1072 days
4,$167,Summer Woods,16966 Summer Pl,"$513,000",2.5,"3,065",1083 days
2,$115,Lake Grove Condos,4000 Carman Dr,"$115,000",2,993,1083 days
3,$222,,4527 Trillium Woods,"$505,000",2.5,"2,273",
3,$244,,17570 Hill Way,"$337,000",2,"1,378",
4,$186,,6109 Summer Woods,"$434,000",2.5,"2,331",
3,$134,,4948 SW Meadow Ave,"$220,000",2,"1,633",
4,$392,,18205 Pilkington Rd,"$676,500",2,"1,725",
,$170,,4000 Carman Dr Unit B23,"$148,000",2,866,
3,$199,,5432 Kenny St,"$269,150",1,"1,352",
2,$136,,3930 Lake Grove Ave Unit 1A,"$130,000",1,952,
1,$162,,4000 Carman Dr Unit C45,"$125,000",1,767,
3,$210,,15622 Fieldstone Dr,"$668,950",2.5,"3,181",
,$130,,5225 Jean Rd Apt 602,"$156,000",2,"1,200",
,$150,,5225 Jean Rd Apt 512,"$165,000",2,"1,100",
2,$209,,5755 Windfield Loop,"$327,500",2,"1,561",
3,$260,,4011 W Bay Rd,"$830,000",4,"3,192",
2,$692,,16719 Boones Ferry Rd,"$650,000",1,938,
3,$295,,4330 Country Woods Ct,"$355,000",2,"1,200",
3,$237,,5110 Oakridge Rd,"$335,000",2,"1,412",
3,$244,,16508 Bonaire Ave,"$260,000",1,"1,064",
4,$236,,16211 Waluga Dr,"$386,000",2,"1,630",
3,$186,,18000 Pilkington Rd,"$230,000",2,"1,235",
2,$141,,15938 Quarry Rd Apt 4B,"$140,000",1,991,
3,$308,,5110 W Sunset Dr,"$420,000",1,"1,362",
2,$147,,15938 Quarry Rd Apt 5B,"$146,570",1,991,
3,$197,,4191 SW Collins Way,"$357,000",2.5,"1,805",
2,$496,,4910 Lower Dr,"$413,500",1,832,
2,$166,,4000 Carman Dr Unit C43,"$145,000",2,869,
2,$176,,18050 Tualata Ave,"$240,000",2,"1,360",
,,,,"$42,000",,,
3,$184,,6110 SW Shakespeare St,"$290,000",1.5,"1,570",
2,$109,,4636 Lower Dr,"$128,000",1.5,"1,170",
2,$104,,4630 Lower Dr Unit A2,"$131,500",1.5,"1,260",
2,$104,,4626 Lower Dr Unit A1,"$132,000",1.5,"1,260",
3,$269,,16191 Lake Forest Blvd,"$233,000",1,864,
3,$26,,4256 Lakeview Blvd,"$80,000",2.5,"3,004",
3,$194,,5175 Firwood Rd,"$233,000",2,"1,199",
3,$280,,16043 SW Kimball St,"$400,000",1.5,"1,428",
3,$136,,3984 Carman Dr,"$186,000",1,"1,360",
3,$129,,3600 Spring Ln,"$500,000",3,"3,865",
4,$352,,3519 Lake Grove Ave,"$495,000",2.5,"1,406",
3,$170,,5292 Firwood Rd,"$200,000",1,"1,170",
3,$177,,16508 Mellon Ave,"$220,000",1.5,"1,240",
3,$225,,3230 Upper Dr,"$475,000",2,"2,104",
2,$302,,6252 Carman Dr,"$360,000",1,"1,190",
4,$195,,4161 Chapman Way,"$415,000",2.5,"2,120",
3,$213,,5804 Kennycroft Way,"$215,500",1.5,"1,008",
,$146,,5225 Jean Rd Apt 501,"$219,000",2,"1,500",
4,$170,,4105 Upper Dr,"$485,000",3.5,"2,846",
2,$160,,15938 Quarry Rd Apt 5A,"$159,000",1,991,
4,$210,,18301 Wood Thrush Cir,"$445,000",2.5,"2,114",
4,$166,,6126 Frost Ln,"$399,950",2.5,"2,400",
,,,17823 SW Central Ave,"$416,120",,,
3,$176,,17839 Tamara Ct,"$275,000",1.5,"1,562",
,,,18125 Pilkington Rd,"$905,000",,,
4,$196,,18281 Wood Thrush Cir,"$440,000",2.5,"2,240",
3,$274,,4731 Lamont Way,"$427,500",2,"1,560",
3,$429,,17274 Canal Cir,"$625,000",2,"1,456",
3,$241,,4291 SW Douglas Way,"$330,000",2,"1,365",
2,$75,,4654 Lower Dr,"$95,000",1.5,"1,260",
2,$201,,5079 W Sunset Dr,"$350,000",2.5,"1,734",
3,$213,,4224 Lakeview Blvd,"$550,000",2,"2,580",
3,$215,,16711 Mellon Ave,"$290,000",2,"1,346",
3,$141,,6263 Washington Ct,"$293,000",3,"2,070",
,,,6447 Frost St,"$480,100",,,
4,$211,,5650 Victoria Ct,"$650,000",3,"3,080",
2,$389,,18147 Pilkington Rd,"$465,000",1,"1,193",
,$69,,16006 SW Kimball St,"$184,850",,"2,643",
5,$174,,5330 Lower Dr,"$350,000",2,"2,010",
4,$74,,4256 Woodside Cir,"$150,000",2,"2,016",
4,$80,,16845 Wight Ln,"$215,000",2.5,"2,675",
,$122,,4000 Carman Dr Apt 41,"$102,000",2,836,
